"Identifier","Context","Source string","Translation"
"CALD011LI","Lili","I don't know, but I think it's time I find out where this is coming from.","I don't know, but I think it's time I find out where this is coming from."
"CALD012RA","Raz","Once I get trained in Levitation I'll be able to see the rest of the nightmare and get more information.","Once I get trained in Levitation I'll be able to see the rest of the nightmare and get more information."
"CALD013LI","Lili","Let's rendezvous tonight at the old boathouse for debriefing.","Let's rendezvous tonight at the old boathouse for debriefing."
"CALD014RA","Raz","This is so cool.","This is so cool."
"CALD015LI","Lili","Yeah, it feels like that time in ""True Psychic Tales"" 314 where--","Yeah, it feels like that time in ""True Psychic Tales"" 314 where--"
"CALD016RA","Raz","What did you just say?","What did you just say?"
"CALD017LI","Lili","Shut up!","Shut up!"
"CALK001RA","Raz","Bobby! Uh-oh. Look, I can explain--","Bobby! Uh-oh. Look, I can explain--"
"CALK003BZ","Bobby","TV??","TV??"
"CALK004BZ","Bobby","TV!","TV!"
"CALK005LI","Lili","Ahh-choo!","Ahh-choo!"
"CALK006RA","Raz","Geez, it sounds like you caught a bad cold.","Geez, it sounds like you caught a bad cold."
"CALK007LI","Lili","Maybe, but LISTEN! I traced the psychic interference back to Coach Oleander's radio!","Maybe, but LISTEN! I traced the psychic interference back to Coach Oleander's radio!"
"CALK008LI","Lili","He's been broadcasting his insane plot all over camp in his sleep!","He's been broadcasting his insane plot all over camp in his sleep!"
"CALK009RA","Raz","So he's really kidnapping children and stealing their brains to make weapons!","So he's really kidnapping children and stealing their brains to make weapons!"
"CALK010LI","Lili","Yes! Isn't that great?","Yes! Isn't that great?"
"CALK011RA","Raz","What? How is that great?","What? How is that great?"
"CALK012LI","Lili","Because this is an honest-to-goodness psychic emergency!","Because this is an honest-to-goodness psychic emergency!"
"CALK013RA","Raz","And Sasha's not here! He left on some ""official Psychonauts business.""","And Sasha's not here! He left on some ""official Psychonauts business."""
"CALK014LI","Lili","Milla left a note saying the same thing!","Milla left a note saying the same thing!"
"CALK015RA","Raz","Lili, a deranged madman is building an army of psychic death tanks to take over the world, and there's no one who can stop him except for you and me!","Lili, a deranged madman is building an army of psychic death tanks to take over the world, and there's no one who can stop him except for you and me!"
"CALK016LI","Lili","Oh my god!","Oh my god!"
"CALK017LI","Lili","Let's make out!","Let's make out!"
"CALK018RA","Raz","Uh, what??","Uh, what??"
"CALK019LI","Lili","Sorry! I'm just so excited!","Sorry! I'm just so excited!"
"CALK020LI","Lili","Since you showed up, Raz, things are so much more exciting!","Since you showed up, Raz, things are so much more exciting!"
"CALK021LI","Lili","Sinister death plots! Mad scientists!","Sinister death plots! Mad scientists!"
"CALK022LI","Lili","Hideous monsters!","Hideous monsters!"
"CALK023RA","Raz","Make out?","Make out?"
"CALK024LI","Lili","How long have I ignored what this camp had to offer? Everything's new to me now thanks to you! I mean, look at this flower!","How long have I ignored what this camp had to offer? Everything's new to me now thanks to you! I mean, look at this flower!"
"CALK025RA","Raz","You mean, like... kiss?","You mean, like... kiss?"
"CALK026LI","Lili","How many years have I been coming here and I've never even noticed a cool flower like this before?","How many years have I been coming here and I've never even noticed a cool flower like this before?"
"CALK027RA","Raz","Ahhhh--ooof!","Ahhhh--ooof!"
"CALK028LI","Lili","Oh, no! You didn't just hit my boyfriend!","Oh, no! You didn't just hit my boyfriend!"
"CALK029RA","Raz","Spit her out! I'm gonna Heimlich you so bad!","Spit her out! I'm gonna Heimlich you so bad!"
"CALK030RA","Raz","Lili!!!","Lili!!!"
"CALP001RA","Raz","Hey, Lili.","Hey, Lili."
"CALP002LI","Lili","Going for the advanced training? What's the rush?","Going for the advanced training? What's the rush?"
"CALP003RA","Raz","Are you kidding? I only have a few days to become a Psychonaut or I lose my shot forever!","Are you kidding? I only have a few days to become a Psychonaut or I lose my shot forever!"
"CALP004LI","Lili","Look, Raz, I hate to burst your bubble, but the Psychonauts are not what they used to be.","Look, Raz, I hate to burst your bubble, but the Psychonauts are not what they used to be."
"CALP005LI","Lili","Times have changed. The world just doesn't need us anymore.","Times have changed. The world just doesn't need us anymore."
"CALP006RA","Raz","The world does too need Psychonauts!","The world does too need Psychonauts!"
"CALP007RA","Raz","Right here at this very camp, in fact. I think there are several fishy things that need psychic investigating.","Right here at this very camp, in fact. I think there are several fishy things that need psychic investigating."
"CALP008LI","Lili","You are so immature!","You are so immature!"
"CALP009LI","Lili","And cute! When are you gonna just shut up and kiss me?","And cute! When are you gonna just shut up and kiss me?"
"CALP010RA","Raz","Shut up and do what?","Shut up and do what?"
"CALP011LI","Lili","Oh. I didn't know you could--uh, I gotta go. Bye.","Oh. I didn't know you could--uh, I gotta go. Bye."
"CALP012LI","Lili","So embarrassing!","So embarrassing!"
"CALU002RA","Raz","Gah!","Gah!"
"CALU003RA","Raz","Hey, was that you? Looking at me?","Hey, was that you? Looking at me?"
"CALU004LI","Lili","Maybe you should try getting over yourself? There were a lot of other people on that stage besides you.","Maybe you should try getting over yourself? There were a lot of other people on that stage besides you."
"CALU005RA","Raz","No, just now. In the woods.","No, just now. In the woods."
"CALU006RA","Raz","(sniff sniff)","(sniff sniff)"
"CALU007RA","Raz","No, it must have been something else.","No, it must have been something else."
"CALU008RA","Raz","You don't smell like pond scum.","You don't smell like pond scum."
"CALU009LI","Lili","Nice. You should write greeting cards.","Nice. You should write greeting cards."
"CALU010LI","Lili","Hey, if you want to cut class later, try these smelling salts.","Hey, if you want to cut class later, try these smelling salts."
"CALU011LI","Lili","They'll pop you out of anyone's mind and back to the real world before you can say, Crud! That hurts my nose!","They'll pop you out of anyone's mind and back to the real world before you can say, Crud! That hurts my nose!"
"CALU012RA","Raz","Out of anyone's mind?","Out of anyone's mind?"
"CALU013LI","Lili","You'll find out.","You'll find out."
"CALU014LI","Lili","Now, mush! We don't want you to be late for class!","Now, mush! We don't want you to be late for class!"
"CALU015RA","Raz","Why do you care if I'm late for class?","Why do you care if I'm late for class?"
"CALU016LI","Lili","Because the late thing is MY thing. Don't copy.","Because the late thing is MY thing. Don't copy."
"CALU017RA","Raz","There was some sort of shadowy being out there... lurking... watching...","There was some sort of shadowy being out there... lurking... watching..."
"CALU018LI","Lili","I know of only one creature who fits that description. It likes to hide in dark places, silently watching unsuspecting children from a distance.","I know of only one creature who fits that description. It likes to hide in dark places, silently watching unsuspecting children from a distance."
"CALU019RA","Raz","Really? Who?","Really? Who?"
"CALU020LI","Lili","You, tree sitter!  Hahahaha!","You, tree sitter!  Hahahaha!"
"CASR001BN","Benny","Way to make us look bad in there! You're in trouble now! Bobby Zilch ain't happy.","Way to make us look bad in there! You're in trouble now! Bobby Zilch ain't happy."
"CASR002BZ","Bobby","You better watch yourself, Gogglicious.","You better watch yourself, Gogglicious."
"CASR003RA","Raz","What's that, Hair Boy? You want a piece of me?","What's that, Hair Boy? You want a piece of me?"
"CASR004LI","Lili","Hey, brainiacs. Settle down.","Hey, brainiacs. Settle down."
"CASR005BZ","Bobby","Why? You worried I'm gonna hurt your boyfriend?","Why? You worried I'm gonna hurt your boyfriend?"
"CASR006LI","Lili","No. Because Sasha Nein is standing right behind you.","No. Because Sasha Nein is standing right behind you."
"CASR007SA","Sasha","Your performance, young cadet, was outstanding. I'd like you to report to my lab for some advanced training.","Your performance, young cadet, was outstanding. I'd like you to report to my lab for some advanced training."
"CASR008BZ","Bobby","Oooh! Raz the Spaz is gonna be in the ""special"" class. Benny, remind me to give him a ""special"" beating later, okay?","Oooh! Raz the Spaz is gonna be in the ""special"" class. Benny, remind me to give him a ""special"" beating later, okay?"
"CASR009SA","Sasha","These tests are unauthorized, though, so I can't actually ask you to come. But if you happened to drop in, well, what could I do? Let me just give you this...","These tests are unauthorized, though, so I can't actually ask you to come. But if you happened to drop in, well, what could I do? Let me just give you this..."
"CASR010SA","Sasha","Remember:","Remember:"
"CASR011SA","Sasha","Your talent will always set you apart, Razputin.","Your talent will always set you apart, Razputin."
"CASR012SA","Sasha","Sometimes isolation is a good thing. It can lead to important discoveries.","Sometimes isolation is a good thing. It can lead to important discoveries."
"CASR013RA","Raz","Wait, I don't even know where your lab is! Is this some kind of test?","Wait, I don't even know where your lab is! Is this some kind of test?"
"CASR015RA","Raz","And now I'm hearing things. Great.","And now I'm hearing things. Great."
"INBB001RA","Raz","Coach! Out in the woods! I saw--","Coach! Out in the woods! I saw--"
"INBB002CO","Coach","You're late, Soldier!","Ти запізнився, солдате!"
"INBB003CO","Coach","Get in here and give me twenty!","Марш сюди, двадцять відтискань!"
"INBB004RA","Raz","Sir! We need to get a containment team in the area STAT!","Sir! We need to get a containment team in the area STAT!"
"INBB005RA","Raz","I've spotted a U.P.E.","I've spotted a U.P.E."
"INBB006CO","Coach","A U.P.E.?","A U.P.E.?"
"INBB007RA","Raz","Yes, an Unregistered Paranormal Entity, possibly aquatic in nature...","Yes, an Unregistered Paranormal Entity, possibly aquatic in nature..."
"INBB008CO","Coach","I know what a U.P.E. is, son. I just don't know how YOU know.","I know what a U.P.E. is, son. I just don't know how YOU know."
"INBB009RA","Raz","From ""True Psychic Tales"" Issue 424, sir!","From ""True Psychic Tales"" Issue 424, sir!"
"INBB010RA","Raz","Where Sasha Nein fought that clairvoyant grizzly bear?","Where Sasha Nein fought that clairvoyant grizzly bear?"
"INBB011CO","Coach","Pah! Comic books!","Pah! Comic books!"
"INBB012RA","Raz","This thing was real, and huge, and--and it smelled all smelly!","This thing was real, and huge, and--and it smelled all smelly!"
"INBB013CO","Coach","Save your fish stories for the boathouse, boy.","Save your fish stories for the boathouse, boy."
"INTR001CO","Coach","The human mind.","Людський розум."
"INTR002CO","Coach","Six hundred miles of synaptic fiber, five and a half ounces of cranial fluid, fifteen hundred grams of complex neural matter...","Дев'ятсот шістдесят шість кілометрів синаптичного волокна, сто шістдесят два мілілітри черевної рідини, півтора кілограма нервових клітин..."
"INTR003CO","Coach","A three pound pile of dreams.","Трифунтова купа мрій."
"INTR004CO","Coach","But I'll tell you what it really is.","Але скажу я вам, що насправді..."
"INTR005CO","Coach","It is the ultimate battlefield--and, the ultimate weapon.","Це водночас і найнебезпечніше поле бою, і найпотужніша зброя."
"INTR006CO","Coach","The wars of this modern age--The Psychic Age--are all fought somewhere between these damp, curvaceous undulations.","Усі війни сучасної доби, психічної доби, ведуться серед цих вологих, в'юнистих звивин."
"INTR007CO","Coach","AND YOU! DO YOU KNOW WHAT YOU REALLY ARE?","А ВИ! ЧИ ЗНАЄТЕ, ХТО ВИ НАСПРАВДІ?"
"INTR008CO","Coach","Well. I'll tell you that too.","Це я вам теж розповім."
"INTR009CO","Coach","From this day forward, you are all Psychic Soldiers.","Відсьогодні, ви всі — психосолдати."
"INTR010CO","Coach","Paranormal Paratroopers!","Паранормальні парашутисти!"
"INTR011CO","Coach","Mental Marines who are about to ship out on the adventure of their lives!","Ментальна морська піхота, яка прямує човном на головну пригоду свого життя!"
"INTR012CO","Coach","THIS IS OUR BEACHHEAD.","ЦЕ НАШ ПЛАЦДАРМ."
"INTR013CO","Coach","And this is your landing craft!","А це — місце вашої висадки!"
"INTR014CO","Coach","You shall engage the enemy in his own mentality! You shall chase his dreams, you shall fight his demons, you shall live his nightmares!","Ви нападете на ворога зсередини! Ви гнатиметеся за його мріями, битиметеся з його демонами та переживатимете його жахи!"
"INTR015CO","Coach","And those of you who fight well, you will find yourselves on the path to becoming international secret agents. In other words...","І ті з вас, хто проявить себе якнайкраще, йтимуть шляхом становлення міжнародними секретними агентами. Одним словом..."
"INTR016CO","Coach","Psychonauts!","Психонавтами!"
"INTR017CO","Coach","The rest of you... WILL DIE.","Решта з вас... ПОМРЕ."
"INTR018DO","Dogen","Waaaaaaaa!","В-а-а-а-а!"
"INTR019SA","Sasha","Oh, Morry.","Ох, Моррі."
"INTR020MI","Milla","Children, you are not going to die.","Дітки, звісно, ви не загинете."
"INTR021CO","Coach","Well, if you're not a Psychonaut, then you might as well be dead!","Ну, якщо не станете психонавтами, то краще вже померти!"
"INTR022DO","Dogen","They told me this was a Summer Camp!","Мені казали, що це просто літній табір!"
"INTR023LI","Lili","Ah, Dogen. Don't worry about ol' Coach Oleander. I've been coming here for years, and trust me--nothing ever happens.","Ой, Доґене. Не переймайся через тренера Олеандра. Я вже не перший рік сюди їжджу, і повір мені, ніколи нічого не ставалося."
"INTR024BZ","Bobby","Yeah, Dogen. Lili's right. You don't got nothin' to worry about... 'cept for that giant monster in the lake I was telling you about.","Та, Доґене. Лілі права. Нема чого боятися... крім того велетенського озерного чудовиська, про якого я тобі казав."
"INTR025CO","Coach","Bobby Zilch! I told you to stop scaring people with that ridiculous, old legend!","Боббі Зілч! Я кому казав припинити лякати людей тією дурною, старою байкою!"
"INTR026CO","Coach","I don't want the kids to be afraid to go out at night and walk alone on the perfectly safe paths of Whispering Rock Psychic Summer Camp.","Діти не мають боятися виходити на прогулянку нічними та повністю безпечними стежками літнього психотабору «Шепіткий Камінь»."
"INTR027CO","Coach","And we don't want to scare our special guests, superstar Psychonauts Sasha Nein and Milla Vodello!","І також ми не хочемо відлякати наших суперзіркових гостей, психонавтів Сашу Найна та Міллу Воделло!"
"INTR029RA","Raz","Whoa--","Ой-йой..."
"INTR030DO","Dogen","Lake monster!","Озерне чудовисько!"
"INTR032SA","Sasha","Formation!","Усі на позиції!"
"INTR033MI","Milla","It's resisting.","Воно пручається."
"INTR034SA","Sasha","What is it?","Що це?"
"INTR035MI","Milla","It's just a little boy! What's your name, darling?","Та це ж просто хлопчик! Як тебе звати, серденько?"
"INTR036CO","Coach","I'll find out!","Зараз дізнаюся!"
"INTR037CO","Coach","Can't... get... in... ach!","Він... не... пускає... ах!"
"INTR038RA","Raz","My name...","Моє ім'я..."
"INTR039CO","Coach","...starts with a ""D""","Починається на «Д»..."
"INTR040RA","Raz","...is Razputin.","Разпутін."
"INTR041CO","Coach","Grr.","Гр-р."
"INTR042RA","Raz","But everybody calls me Raz.","Але всі кличуть мене «Раз»."
"INTR043DO","Dogen","Please don't kill us, lake monster!","Не вбивай нас, озерне чудовисько!"
"INTR044SA","Sasha","Compelling.","Сміливо."
"INTR045CO","Coach","Armored like a tank!","Непробивний мов танк!"
"INTR046RA","Raz","Sorry I'm late. I don't want to disrupt your briefing, Agent Oleander.","Вибачте за запізнення. Не хотів переривати ваш брифінг, агенте Олеандр."
"INTR047RA","Raz","Agents Nein, Vodello.","Агенти Найн, Воделло."
"INTR048RA","Raz","Please, continue.","Будь ласка, продовжуйте."
"INTR049CO","Coach","Where do you think you're going?","Куди це ти зібрався?"
"INTR050SA","Sasha","You've broken into a highly-classified, remote government training facility.","Ти проник до надсекретного урядового навчального центру."
"INTR051RA","Raz","I know! Isn't it great? Listen, why don't I just sit over here quietly with my fellow PSI Cadets--","Знаю! Хіба не чудово? Слухайте, чому б мені просто тихенько не сісти поряд з моїми колегами-псикадетами..."
"INTR052RA","Raz","Hey, how's it going? I like your hat!","Гей, як справи? Класний капелюх!"
"INTR053SA","Sasha","We need to have this young man taken from here immediately.","Нам потрібно негайно забрати звідси цього юнака."
"INTR054MI","Milla","I'll call his parents.","Я зателефоную його батькам."
"INTR055RA","Raz","What? But... don't you train Psychonauts here?","Що? Хіба не тут... тренують психонавтів?"
"INTR056MI","Milla","Yes, darling, but--","Так, серденько, але..."
"INTR057RA","Raz","To soar across the astral plane?","Мандрувати астральним планом?"
"INTR058RA","Raz","To wage psychic warfare against the enemies of free thought?","Вести психічну війну проти ворогів вільних думок?"
"INTR059CO","Coach","That is what I wrote on the front of the pamphlet...","Саме про це я писав на обкладинці брошури..."
"INTR060RA","Raz","Those words are why I'm here, Coach Oleander. Do you remember what you wrote on the inside of that pamphlet?","Саме ці слова й привели мене, тренере Олеандр. Пам'ятаєте, як там далі йшлося?"
"INTR061RA","Raz","""You were born with a special gift. But the people around you treat it like a curse. Your mother is afraid of you, and your father looks at you with shame in his eyes. Come to Whispering Rock Psychic Summer Camp, and you can show them all! Back home, your powers make you a loner, an outcast, a circus freak. But in this dojo, in this Psychic dojo, they make you a hero.""","«Ти народився з особливим даром. Але люди навколо вважають його прокляттям. Твоя мати боїться тебе, а батьку навіть соромно дивитися. Приходь до літнього психотабору «Шепітний Камінь», і ти покажеш їм усім! Вдома твої сили роблять тебе зайвим, ізгоєм, цирковим виродком. Але в цьому доджьо, екстрасенсорному доджьо, вони роблять тебе героєм»."
"INTR062CO","Coach","Get that soldier a bunk!","Виділіть солдату койку!"
"INTR063MI","Milla","Now, darling. You can stay here for a few days until your parents come for you. But we can't let you participate in any paranormal training without your parents' consent. I'm sorry.","Отже, серденько. Ти залишатимешся тут протягом кількох днів, поки батьки тебе не заберуть. Але ми не можемо дозволити тобі брати участь в будь-якій паранормальній підготовці без згоди батьків. Мені шкода."
"INTR064DO","Dogen","Wowee. You're so lucky. You get to go home soon.","Ого. Пощастило тобі. Скоро будеш вдома."
"INTR065RA","Raz","Home? Back there I was just like you were Dogen--punished by my own family for having powers I never asked for.","Вдома? Там до мене ставилися як до тебе, Доґене. Карали за сили, яких я не просив."
"INTR066RA","Raz","But here, I have a chance to be something. To make a difference.","Але тут у мене з'явився шанс проявити себе. Стати корисним."
"INTR067RA","Raz","They may come for me, Dogen, but they'll be looking for Raz, the boy. What they're going to find","Навіть якщо вони прийдуть, Доґене, вони шукатимуть звичайного хлопчика Раза, а натомість знайдуть..."
"INTR068RA","Raz","What they don't expect, is Raz, the Psychonaut.","Того, кого не очікують. Раза-психонавта."
"INTR069DO","Dogen","And--and--and then you'll make their heads explode?","І...і...і ти підірвеш їхні голови?"
"INTR070RA","Raz","No! Do you do that?","Ні! А ти так робив?"
"INTR071DO","Dogen","No!","Ні!"
"INTR072DO","Dogen","No! Well, once kinda. But, now I wear this special hat. Wanna try it on?","Ні! Ну, один разочок. Але тепер у мене цей спецкапелюх. Хочеш примірити?"
"INTR073RA","Raz","No no no!","Ні-ні-ні!"
"INTR074SA","Sasha","But he has mental defenses like I've never seen in someone so young. If I could just get him in my lab for some experiments, I'm sure he could withstand more than the others!","Його ментальний захист не за роками міцний. От якби ж я привів його в лабораторію для експериментів, він би витримав ще більше!"
"INTR075CO","Coach","That kid's one in a million, Nein. But I'm not going to let you turn him into one of your guinea pigs!","Він такий один на мільйон, Найне. Я не дозволю тобі перетворити його на піддослідного кролика!"
"INTR076CO","Coach","I've got big plans for that mind.","У мене на нього великі плани."
"INTR077MI","Milla","Quickly, bring it over here","Quickly, bring it over here"
"SLAC001RA","Raz","Ahhh!","Ahhh!"
"SLAC002SA","Sasha","Hmm. That should not have happened. We need to try that again.","Hmm. That should not have happened. We need to try that again."
"SLAC003RA","Raz","Oh, I don't think I need to be in the Tumbler with the glowy eye guys anymore.","Oh, I don't think I need to be in the Tumbler with the glowy eye guys anymore."
"SLAC004SA","Sasha","Suit yourself.","Suit yourself."
"SLAC005SA","Sasha","You know, in many tribal societies, learning to defeat the monsters you see in your dreams is considered a rite of passage.","You know, in many tribal societies, learning to defeat the monsters you see in your dreams is considered a rite of passage."
"SLAC006SA","Sasha","I can train you to fight. Come see me when you're ready.","I can train you to fight. Come see me when you're ready."
"SLAM001SA","Sasha","Okay, okay. Enough about my mind. Let's stay out of my mind for a while. Let's just go back into yours, huh?","Okay, okay. Enough about my mind. Let's stay out of my mind for a while. Let's just go back into yours, huh?"
"SLAM002SA","Sasha","Step up to the Brain Tumbler when you're ready.","Step up to the Brain Tumbler when you're ready."
"SLBT001RA","Raz","So, what's this hair dryer thing do?","So, what's this hair dryer thing do?"
"SLBT002SA","Sasha","Ah, you're ready for the Brain Tumbler.","Ah, you're ready for the Brain Tumbler."
"SLBT003SA","Sasha","With this device we will send you deep into your own psyche, where you should find unparalleled insight and power.","With this device we will send you deep into your own psyche, where you should find unparalleled insight and power."
"SLBT004RA","Raz","Excellent. Tumble away.","Excellent. Tumble away."
"SLBT005SA","Sasha","Now just relax. This will not hurt, unless something really very bad happens.","Now just relax. This will not hurt, unless something really very bad happens."
"SLBT006SA","Sasha","One more time, for the good of science!","One more time, for the good of science!"
"SLBT007SA","Sasha","Let's go mess up your mind for a change.","Let's go mess up your mind for a change."
"SLBT008SA","Sasha","Let's see if Milla taught you anything.","Let's see if Milla taught you anything."
"SLIN001RA","Raz","Agent Nein? I'm here for the advanced training!","Agent Nein? I'm here for the advanced training!"
"SLIN002RA","Raz","So, what are we going to learn? Bending spoons? Burning stuff?","So, what are we going to learn? Bending spoons? Burning stuff?"
"SLIN003RA","Raz","I've been hearing a lot about head explosion and I was wondering--","I've been hearing a lot about head explosion and I was wondering--"
"SLIN004SA","Sasha","Science, Razputin. That is what we practice down here. Not parlor tricks.","Science, Razputin. That is what we practice down here. Not parlor tricks."
"SLIN005SA","Sasha","If you are serious about exploring the possibilities of your mind, step up to the Brain Tumbler and we'll begin.","If you are serious about exploring the possibilities of your mind, step up to the Brain Tumbler and we'll begin."
"SLIN006RA","Raz","Brain tumbler?","Brain tumbler?"
"SLIS001RA","Raz","Okay. Teach me to fight.","Okay. Teach me to fight."
"SLIS002SA","Sasha","Very well. The secret is all up here.","Very well. The secret is all up here."
"SLIS003RA","Raz","It's all in my mind?","It's all in my mind?"
"SLIS004SA","Sasha","No, it's all in MINE. Let's go!","No, it's all in MINE. Let's go!"
"BBBI033RA","Raz","Yes sir!","Yes sir!"
"CAMD002MI","Milla","Oh, darling. You know I'd love to, but Sasha and the Coach are so strict, you know, and--","Oh, darling. You know I'd love to, but Sasha and the Coach are so strict, you know, and--"
"CAMD004MI","Milla","You know I'd expect that sort of recklessness from Morceau, but Sasha?","You know I'd expect that sort of recklessness from Morceau, but Sasha?"
"CAMD006MI","Milla","Sasha said that? Really? I didn't know he noticed...","Sasha said that? Really? I didn't know he noticed..."
"CAMD007MI","Milla","Well, let us see if you are mentally prepared for this endeavor, young man.","Well, let us see if you are mentally prepared for this endeavor, young man."
"CAMD008MI","Milla","Oh, darling. You're just not ready. Maybe in a few months.","Oh, darling. You're just not ready. Maybe in a few months."
"CAMD010MI","Milla","Oh, now, there there. Cheer up.","Oh, now, there there. Cheer up."
"CAMD011MI","Milla","You shouldn't be getting down, unless you are on the dance floor baby!","You shouldn't be getting down, unless you are on the dance floor baby!"
"CAMD012MI","Milla","(Gasp!)","(Gasp!)"
"CAMD013MI","Milla","Young man!","Young man!"
"CAMD014MI","Milla","Have you been working out?","Have you been working out?"
"CAMD016MI","Milla","Flirt! Okay, let's party.","Flirt! Okay, let's party."
"CAMD017MI","Milla","Ah there you go!","Ah there you go!"
"CAMD018MI","Milla","Spin me a good one, Mr. DJ.","Spin me a good one, Mr. DJ."
"CAQZ037CH","Chloe","Ooof!","Ooof!"
"CAQZ038CH","Chloe","Ak!","Ak!"
"CAQZ039CH","Chloe","Ug!","Ug!"
"CAQZ040CH","Chloe","Ay!","Ay!"
"CAQZ041CH","Chloe","Ow!","Ow!"
"CALG001CO","Coach","Alright, settle down in here! BIG DAY tomorrow!","Усі по місцях! Завтра ВАЖЛИВИЙ день!"
"CALG002CO","Coach","I want to see each and every one of you runts in my classroom at oh-six-hundred hours on the dot!","Чекаю всіх і кожного завтра на уроці рівно о шостій, і не хвилиною пізніше!"
"CALG003CO","Coach","I'm the early bird and you're the worms, got it?","Я — рання пташка, а ви лиш мої хробачки, чуєте?"
"CALG004CO","Coach","Now...","А тепер..."
"CALG005CO","Coach","LIGHTS OUT!","ВІДБІЙ!"
"CAAM001PH","Phoebe","Uhhg! That has got to be the worst band name I have ever heard, in the history of ever, of all time, ever.","Уф! Це, мабуть, найгірша назва гурту, яку я чула за все життя. Найгірша в історії людства."
"CAAM002QU","Quentin","And by ""worst"" did you possibly mean, ""The best?"" Because that's what I was thinking.","And by ""worst"" did you possibly mean, ""The best?"" Because that's what I was thinking."
"CAAM003PH","Phoebe","No I meant worst, as in I can't even believe we're friends it's so bad.","No I meant worst, as in I can't even believe we're friends it's so bad."
"CAAM004QU","Quentin","Look deeply into your heart, Phoebe, and I think you'll find that even you believe ""The Levitators"" is pretty much the dopest name a band could ever have.","Довірся власному серцю, Фібі, і ти зрозумієш, що «Левітатори» це найбільш файна назва для гурту, яка тільки може бути."
"CAAM005PH","Phoebe","The Levitators? Are we some sort of cover band that only plays graduation ceremonies for motivational seminars?","«Левітатори»? Ми що, якийсь гурт для випускних і мотиваційних семінарів?"
"CAAM006QU","Quentin","I've been practicing, and I think I could levitate us both during our gigs. For real now.","I've been practicing, and I think I could levitate us both during our gigs. For real now."
"CAAM007PH","Phoebe","No way. Last year, you dropped me and I broke my drums.","No way. Last year, you dropped me and I broke my drums."
"CAAM008QU","Quentin","Hey, at least those got fixed. I'll never get back those records you melted with that unplanned pyrotechnics display of yours.","Hey, at least those got fixed. I'll never get back those records you melted with that unplanned pyrotechnics display of yours."
"CAAM009PH","Phoebe","Look, you know when I have a good solo going, sometimes things get hot. I can't help it. And it'd seem like part of the show if we named the band the right thing...","Диви, під час класного соло я іноді «перегріваюся». Воно само так. Але якщо правильно назвати гурт, це виглядатиме як частина шоу..."
"CAAM010QU","Quentin","Oh, not this again.","Oh, not this again."
"CAAM011PH","Phoebe","Ahem. Ladies and Gentlemen!","Ahem. Ladies and Gentlemen!"
"CAAM012QU","Quentin","Please.","Please."
"CAAM013PH","Phoebe","Would you please welcome...","Would you please welcome..."
"CAAM014QU","Quentin","No...","No..."
"CAAM015PH","Phoebe","THE FIRESTARTERS.","THE FIRESTARTERS."
"CAAM016QU","Quentin","Oh, man.","Oh, man."
"CAAM017PH","Phoebe","Raaaaa!","Raaaaa!"
"CAAM018QU","Quentin","If we're gonna call it that, we might as well call it, ""Burning Itch.""","If we're gonna call it that, we might as well call it, ""Burning Itch."""
"CAAM019PH","Phoebe","WHAT?! OOooooh! Rrrrr!","WHAT?! OOooooh! Rrrrr!"
