"Identifier","Context","Source string","Translation"
"GLZG018TO","System","Use {MovementControls} or {FullMouse} to navigate the Journal.","{MovementControls} або {FullMouse} для навігації журналом."
"GLZJ000TO","System","Press {AButton} to begin.","Натисніть {AButton} аби розпочати."
"GLZD288TO","System","You have too many items to fit on one page! Use {DPadRight} to see the rest of your items.","У вас забагато предметів, щоб умістити їх на одній сторінці! Натисніть {DPadRight}, щоб переглянути решту предметів."
"GLZD551TO","System","{AButton} Select","{AButton} Вибрати"
"GLZG036TO","System","Raz has stowed the item in his backpack. To see what's in Raz's backpack, and what merit badges he has, press the {DPadLeft} button.","Раз поклав предмет у свій рюкзак. Щоб побачити вміст рюкзаку Раза і які значки відзнак він має, натисніть кнопку {DPadLeft}."
"GLPC000TO","System","Move Forward","Рух уперед"
"GLPC001TO","System","Move Backward","Рух назад"
"GLPC002TO","System","Move Left","Рух уліво"
"GLPC003TO","System","Move Right","Рух управо"
"GLPC004TO","System","Jump","Стрибнути"
"GLPC005TO","System","Attack","Атакувати"
"GLPC006TO","System","Use","Використати"
"GLPC007TO","System","Cancel","Скасувати"
"GLPC008TO","System","LockOn/Float","LockOn/Float"
"GLPC009TO","System","PSI Power1","Псиздібність 1"
"GLPC010TO","System","PSI Power2","Псиздібність 2"
"GLPC011TO","System","PSI Power3","Псиздібність 3"
"GLPC012TO","System","Inventory Menu","Інвентар"
"GLPC013TO","System","PSI Powers Menu","Меню псиздібностей"
"GLPC014TO","System","First Person View","Вид від першої особи"
"GLPC015TO","System","Journal","Журнал"
"GLPC016TO","System","Stats","Показники"
"GLPC017TO","System","Look Up","Дивитися угору"
"GLPC018TO","System","Look Down","Дивитися униз"
"GLPC019TO","System","Look Left","Дивитися уліво"
"GLPC020TO","System","Look Right","Дивитися управо"
"GLPC021TO","System","Type your nickname. Only letters and numbers allowed.","Уведіть свій псевдонім. Дозволено лише літери та цифри."
"GLPC022TO","System","Press {Enter} when done.","Натисніть {Enter} коли закінчите."
"GLPC023TO","System","Press {Escape} to cancel.","Натисніть {Escape}, щоб відмовитися."
"GLZE018TO","System","This save game appears to be damaged and cannot be used. Press {AButton} to continue.","Ця збережена гра, схоже, пошкоджена і не може бути використана. Натисніть {AButton} для продовження."
"GLZE020TO","System","This profile appears to be damaged and cannot be used. Press {AButton} to continue.","Цей профіль, схоже, пошкоджений і не може бути використаний. Натисніть {AButton} для продовження."
"GLZD556TO","System","{AButton} Zoom in","{AButton} Наблизити"
"GLZD557TO","System","{AButton} Zoom out","{AButton} Віддалити"
"GLPC024TO","System","Show To-Do list on screen?","Показувати список справ на екрані?"
"GLPC025TO","System","While you were away, your game was automatically paused.","Поки ви були не на місці, ваша гра була автоматично призупинена."
"GLPC026TO","System","Ok","Ок"
"GLPC028TO","System","Defaults","Стандартні"
"GLPC029TO","System","Back","Назад"
"GLPC030TO","System","OPTIONS","ПАРАМЕТРИ"
"GLPC031TO","System","MAIN MENU","ГОЛОВНЕ МЕНЮ"
"GLPC032TO","System","EXIT GAME","ВИЙТИ З ГРИ"
"GLPC033TO","System","Controls","Керування"
"GLPC034TO","System","CONTROLS","КЕРУВАННЯ"
"GLPC035TO","System","Bindings","Призначення клавіш"
"GLPC036TO","System","Action Bindings","Призначення дій"
"GLPC037TO","System","Advanced","Розширені"
"GLPC038TO","System","Sensitivity","Чутливість"
"GLPC039TO","System","Deadzone","Мертва зона"
"GLPC040TO","System","Camera","Камера"
"GLPC041TO","System","Camera Settings","Налаштування камери"
"GLPC042TO","System","Invert Camera Horiz.","Обернути камеру за віссю X"
"GLPC043TO","System","Invert Camera Vert.","Обернути камеру за віссю Y"
"GLPC044TO","System","Invert 1st Person","Обернути вид від 1-ї особи"
"GLPC045TO","System","Show Goal Popups","Показувати підказки завдань"
"GLPC046TO","System","Graphics","Графіка"
"GLPC047TO","System","Graphics Options","Параметри графіки"
"GLPC048TO","System","Full Screen","На весь екран"
"GLPC049TO","System","V.Sync","Верт. синхронізація"
"GLPC050TO","System","FSAA","FSAA"
"GLPC051TO","System","FSFX","FSFX"
"GLPC052TO","System","Adv. Shading","Додат. затінення"
"GLPC053TO","System","Shadows","Тіні"
"GLPC054TO","System","Brightness","Яскравість"
"GLPC055TO","System","Sound","Звук"
"GLPC056TO","System","Sound Settings","Налаштування звуку"
"GLPC057TO","System","Master Volume","Загальна гучність"
"GLPC058TO","System","FX Volume","Гучність ефектів"
"GLPC059TO","System","Music Volume","Гучність музики"
"GLPC060TO","System","Voice Volume","Гучність озвучення"
"GLPC061TO","System","Subtitles","Субтитри"
"GLPC062TO","System","Hardware Accel.","Програмне прискорення"
"GLPC063TO","System","Advanced Settings","Розширені налаштування"
"GLPC064TO","System","Quit To Title","Вийти в головне меню"
"GLPC065TO","System","Are you sure you want to quit your game and go back to the title screen? If you haven't saved, your progress will be lost!","Ви дійсно бажаєте вийти з гри й повернутися до головного меню? Якщо ви не зберегли гру, ваш поступ буде втрачено!"
"GLPC066TO","System","Exit To Desktop","Вийти на робочий стіл"
"GLPC067TO","System","Are you sure you want to stop playing Psychonauts?","Ви дійсно бажаєте припинити грати в Psychonauts?"
"CAZF006TO","System","This DOWSING ROD can be used to find deeper, more valuable PSITANIUM ARROWHEADS. Equip the DOWSING ROD and watch and listen to its changing color and sound. This is how it lets you know that you are getting closer to a DEEP ARROWHEAD.","This DOWSING ROD can be used to find deeper, more valuable PSITANIUM ARROWHEADS. Equip the DOWSING ROD and watch and listen to its changing color and sound. This is how it lets you know that you are getting closer to a DEEP ARROWHEAD."
"GLPC068TO","System","Lead PC Programmer","Провідний програміст для ПК"
"GLPC069TO","System","Changes to hardware acceleration will not take effect until you restart the game.","Зміни для програмного прискорення не діятимуть, поки ви не перезапустите гру."
"GLPC070TO","System","{AButton} Play again","{AButton} Грати знову"
"GLPC071TO","System","Smart Camera","Розумна камера"
"GLPC072TO","System","Altitude Dampening","Altitude Dampening"
"GLPC074TO","System","Pitch","Pitch"
"GLPC075TO","System","Yaw","Yaw"
"GLPC076TO","System","Horizontal","Horizontal"
"GLPC077TO","System","Vertical","Vertical"
"GLPC078TO","System","Horizontal Sensitivity","Горизонтальна чутливість"
"GLPC079TO","System","Vertical Sensitivity","Верткальна чутливість"
"GLPC080TO","System","Left {Joystick}","Лівий {Joystick}"
"GLPC081TO","System","Right {Joystick}","Правий {Joystick}"
"GLPC082TO","System","{FirstKey} or {SecondKey}","{FirstKey} або {SecondKey}"
